'300)','marco antonIo PoVollerI','(1946-)','Cabo do Exército'
'301)','marco aurélIo da sIlVa reIs','','Delegado de polícia'
'302)','marcos de almeIda ','','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'303)','marIo borges ','','Policial civil'
'304)','marIo esPedIto ostroVsKI','(1946-)','Tenente do Exército'
'305)','márIo nelson matte','(1939-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'306)','marIo santalucIa','(1909-1972)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'307)','maurícIo josé de FreItas ','','Agente da Polícia Federal'
'308)','maurícIo loPes lIma','(1935-)',' Tenente-coronel do Exército'
'309)','mIguel cunha lanna','(1920-)','Coronel-aviador'
'310)','mIlton souto da sIlVa','(1938-)','Soldado da Polícia Militar do estado de Minas Gerais'
'311)','moacIr gomes de almeIda ','','Soldado da Polícia Militar do estado de Minas Gerais'
'312)','murIlo Fernando alexander','(1924-)','Coronel do Exército'
'313)','nelson costa','','Policial civil'
'314)','nereu de mattos PeIxoto','(1926-)','Brigadeiro do ar'
'315)','neWton jerônImo gIbson duarte rodrIgues','(1931-)','Vinculado ao Comando de Caça aos Comunistas '
'316)','ney armando de mello mezIat','(1924-)','Coronel do Exército'
'317)','nIlo canePPa da sIlVa','(1916-)','General'
'318)','nIlo herVelha','','Inspetor de polícia do Departamento de Ordem Política e Social do Rio Grande do Sul '
'319)','odeíno gomes da sIlVa','(1939-)','Soldado da Polícia Militar do estado de Minas Gerais'
'320)','olymPIo PereIra da sIlVa ','(1922-1985)','Médico-legista do Instituto Médico-Legal do estado do Rio de Janeiro '
'321)','onIldo benIcIo rogeno ','(1930-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'322)','orlando josé bastos brandão','(1930-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'323)','osValdo Ferrarez de castro ','(1942-)','Soldado da Polícia Militar do estado de Minas Gerais'
'324)','otáVIo d’andrea ','(1930-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'325)','otáVIo gonçalVes moreIra júnIor ','(1938-1973)','Delegado de polícia'
'326)','otáVIo raInolFo da sIlVa','(1947-)','Policial civil'
'327)','Paulo augusto de queIroz rocha','(1919-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'328)','Paulo bordInI','(1922-2011)',' Sargento da Polícia Militar do estado de São Paulo'
'329)','Paulo malhães ','(1938-2014)','Coronel do Exército'
'330)','Paulo rosa','','Investigador da Polícia Federal'
'331)','Paulo sérgIo nery','(1935-1979)',' Diplomata'
'332)','Pedro antônIo mIra grancIerI','(1936-)','Investigador de polícia'
'333)','Pedro carlos seelIg ','(1934-)','Delegado de polícia'
'334)','Pedro correa cabral','(1944-)','Coronel-aviador'
'335)','PérsIo josé rIbeIro carneIro','(1939-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'336)','raul nogueIra de lIma','(1930-)','Delegado de polícia'
'337)','raymundo ronaldo camPos','(1935-)',' Coronel do Exército'
'338)','redIValdo olIVeIra acIoly','(1937-)','Delegado da Polícia Civil do estado de Pernambuco'
'339)','renato d’andréa','(1931-)','Delegado de polícia'
'340)','renato sergIo lIma caPPelano','(1929-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'341)','rIcardo agnese Fayad ','(1940-)','Médico do Exército e general de Brigada'
'342)','rIscala corbage ','(1941-)','Tenente-coronel da Polícia Militar do estado do Rio de Janeiro'
'343)','ríVel gomes da rocha','(1940-)','Investigador da Polícia Civil do estado de Pernambuco'
'344)','roberto andrade magalhães','(1935-2005)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'345)','roberto artonI','(1938-2014)',' Capitão do Exército'
'346)','roberto augusto de mattos duque estrada','(1936-)','Capitão do Exército'
'347)','roberto blanco dos santos','(1940-)',' Médico-legista do Instituto Médico-Legal do estado do Rio de Janeiro '
'348)','roberto hIPólIto da costa ','(1918-1974)','Brigadeiro do ar'
'349)','rogérIo matos do nascImento','(1943-)','Vinculado ao Comando de Caça aos Comunistas '
'350)','rubem otero','(1930-)',' Segundo-sargento da Marinha'
'351)','ruben do nascImento PaIVa','(1913-1995)','General do Exército'
'352)','rubens gomes carneIro ','(1937-)',' Segundo-sargento do Exército'
'353)','rubens PaIm samPaIo','(1934-)','Coronel do Exército'
'354)','rubens Pedro macuco janInI','(1931-2009)','Médico-legista do Instituto Médico-Legal do estado do Rio de Janeiro '
'355)','rubens robIne bIzerrIl','(1935-)','Major do Exército'
'356)','rubens cardozo de mello tucunduVa','(1925-87)','Delegado da Polícia Civil do estado de São Paulo'
'357)','salIm raPhael balassIano','(1933-)','Médico-legista do Instituto Médico-Legal do estado do Rio de Janeiro '
'358)','samuel haberKom ','(1935-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'359)','sandoVal de sá ','(1940-)',' Médico-legista do Instituto Médico-Legal do estado de Goiás '
'360)','sebastIão alVIm','','Coronel do Exército'
'361)','sebastIão cândIdo','(1932-)','Soldado da Polícia Militar do estado de Minas Gerais'
'362)','sebastIão curIó rodrIgues de moura','(1938-)','Coronel do Exército'
'363)','sebastIão de olIVeIra e souza ','(1939-)',' Coronel da Polícia Militar do estado de Goiás'
'364)','sebastIão josé ramos de castro','(1922-)','General de Exército'
'365)','sergIo belmIro acoVesta','(1929-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'366)','sérgIo de olIVeIra ','','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
